id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1244766545030426625,1244766545030426624,2020-03-30 23:20:45+00:00,2020-03-30,23:20:45,0,264518846,gspc_cka,Gray shadow©,,ยังง่วงแหละ ดูออก,th,[],[],[],0,0,0,[],[],https://twitter.com/GsPC_CKA/status/1244766545030426625,False,,0,,,,,,,,[],,,,
1244760831025221632,1244760831025221632,2020-03-30 22:58:03+00:00,2020-03-30,22:58:03,0,956511612336144385,amc_corporation,📈MitakeMichio/三竹道雄📉,,おはようございます。30日(月)の米国主要株式6指数(DJI、GSPC、IXIC、RUT、NYA、SOX)は前日比上昇が6、同下落は0、同変わらずが0。日足陽線は6、同陰線が0、寄引同時は0。米国債10年物名目利回りは低下(0.72→0.7)。金融市場はリスクオンセンチメント一色。早かったですね。 https://t.co/rE3prlmabM  https://t.co/5gAVNw9I1B,ja,[],['https://am-consulting.co.jp/daily/daily_morning.html'],['https://pbs.twimg.com/media/EUZHLDlUMAAZZeX.png'],0,0,0,[],[],https://twitter.com/amc_corporation/status/1244760831025221632,False,,1,https://pbs.twimg.com/media/EUZHLDlUMAAZZeX.png,,,,,,,[],,,,
1244759008952516608,1244759008952516608,2020-03-30 22:50:48+00:00,2020-03-30,22:50:48,0,126613493,bullgokon,ほくとせい,,■DJIA－3/30ーBUY＠22327.48ーSL:20921.21 (LAST＠22327.48) #dji  ■S&amp;P500－3/30ーBUY＠2626.65ーSL:2463.60 (LAST＠2626.65） #gspc   ■NASADAQ－3/30ーBUY＠7774.15ーSL:7387.91 (LAST＠7774.15) #ixic #nasdaq  ■RUSSELL2000－3/24ーNEUTRAL (LAST＠1158.32) #rut #russell,et,[],[],[],1,0,0,"['dji', 'gspc', 'ixic', 'nasdaq', 'rut', 'russell']",[],https://twitter.com/bullgokon/status/1244759008952516608,False,,0,,,,,,,,[],,,,
1244717134569025537,1244717134569025536,2020-03-30 20:04:25+00:00,2020-03-30,20:04:25,0,1667699762,bringbackjackie,Bringback Jackie,,"@salgovernale Market Recap: ^GSPC up 3.3%, $SIRI down 2.43% to $4.81. Guess the Market is selling Stern doing his show from his Hamptons home bowling alley. You dig out those Series 7 study guides u boxed away in the basement? @SIRIUSXM ain't re-signing Stern. @WSJ @robertAbooey",en,"[{'screen_name': 'siriusxm', 'name': 'siriusxm', 'id': '189258194'}, {'screen_name': 'wsj', 'name': 'the wall street journal', 'id': '3108351'}, {'screen_name': 'robertabooey', 'name': ""gary dell'abate"", 'id': '23428171'}]",[],[],0,1,2,[],['siri'],https://twitter.com/bringbackjackie/status/1244717134569025537,False,,0,,,,,,,,[],,,,
1244684914991050753,1244619293125267456,2020-03-30 17:56:23+00:00,2020-03-30,17:56:23,0,72932202,i4u090909,vakeel,,"@NidaforLove @Akashsoni8066 @priyankagandhi CAG slams Modi regime for financial irregularities Jum. I 8, 1433 AH · It has come down heavily on the state-owned Gujarat ... The CAG report said the GSPC purchased natural gas from .",en,[],[],[],1,0,0,[],[],https://twitter.com/i4u090909/status/1244684914991050753,False,,0,,,,,,,,"[{'screen_name': 'priyankagandhi', 'name': 'Priyanka Gandhi Vadra', 'id': '1094645942735855618'}]",,,,
1244684889510891521,1244619293125267456,2020-03-30 17:56:17+00:00,2020-03-30,17:56:17,0,72932202,i4u090909,vakeel,,"@Akashsoni8066 @NidaforLove @priyankagandhi CAG slams Modi regime for financial irregularities Jum. I 8, 1433 AH · It has come down heavily on the state-owned Gujarat ... The CAG report said the GSPC purchased natural gas from .",en,[],[],[],0,0,0,[],[],https://twitter.com/i4u090909/status/1244684889510891521,False,,0,,,,,,,,"[{'screen_name': 'priyankagandhi', 'name': 'Priyanka Gandhi Vadra', 'id': '1094645942735855618'}]",,,,
1244684847408459777,1244637079503429632,2020-03-30 17:56:07+00:00,2020-03-30,17:56:07,0,72932202,i4u090909,vakeel,,"@MANISH13KAPOOR CAG slams Modi regime for financial irregularities Jum. I 8, 1433 AH · It has come down heavily on the state-owned Gujarat ... The CAG report said the GSPC purchased natural gas from .",en,[],[],[],0,0,0,[],[],https://twitter.com/i4u090909/status/1244684847408459777,False,,0,,,,,,,,"[{'screen_name': 'MANISH13KAPOOR', 'name': 'MANISH מאניש', 'id': '896303988265504768'}]",,,,
1244684615358414848,1244684615358414848,2020-03-30 17:55:12+00:00,2020-03-30,17:55:12,0,976730548730175489,gsplindia,Gujarat State Petronet Limited,,#GSPC Group employees have come forward to support the State Govt in containing the impact of #COVIDー19 pandemic. They have  donated their one days salary of Rs. 55 Lakhs to the Chief Ministers Relief Fund. Sh Sanjeev Kumar MD GSPC hands over the cheque to Sh @vijayrupanibjp  https://t.co/Np3tFaoC8b,en,"[{'screen_name': 'vijayrupanibjp', 'name': 'vijay rupani', 'id': '627355202'}]",[],['https://pbs.twimg.com/media/EUYCDQOXgAgkMcD.jpg'],0,19,35,"['gspc', 'covidー19']",[],https://twitter.com/GSPLIndia/status/1244684615358414848,False,,1,https://pbs.twimg.com/media/EUYCDQOXgAgkMcD.jpg,,,,,,,[],,,,
1244680473546088450,1244680473546088448,2020-03-30 17:38:44+00:00,2020-03-30,17:38:44,0,976730548730175489,gsplindia,Gujarat State Petronet Limited,,#GSPC Group of Cos. is committed towards supporting the efforts of the State Govt in containing the impact of #COVIDー19 pandemic We take the lead by contributing Rs 52.50crs for combating these challenging times Sh Sanjeev Kumar MD hands over the cheque to Sh @vijayrupanibjp  https://t.co/fDm6lN9vHP,en,"[{'screen_name': 'vijayrupanibjp', 'name': 'vijay rupani', 'id': '627355202'}]",[],['https://pbs.twimg.com/media/EUX-R9oXYAUK_qa.jpg'],0,22,39,"['gspc', 'covidー19']",[],https://twitter.com/GSPLIndia/status/1244680473546088450,False,,1,https://pbs.twimg.com/media/EUX-R9oXYAUK_qa.jpg,,,,,,,[],,,,
1244675953625665537,1244674318807646208,2020-03-30 17:20:46+00:00,2020-03-30,17:20:46,0,895244557079658496,raspb_,ぺぷち😵‍💫🍥,,@gspc_n 🐜🗻🗻🗻,und,[],[],[],0,0,0,[],[],https://twitter.com/raspb_/status/1244675953625665537,False,,0,,,,,,,,"[{'screen_name': 'gspc_n', 'name': 'げすとぅん', 'id': '2911646850'}]",,,,
1244654858885447681,1244654858885447680,2020-03-30 15:56:57+00:00,2020-03-30,15:56:57,0,612187786,dannyvena,Danny Vena,,"Both are selling at a discount, but which #tech #stock is a better buy? #Facebook or #Amazon? #investing #ecommerce #socialmedia #cloudcomputing #COVID19 #Coronavirus #AWS #streamingvideo #streamingmusic @themotleyfool #stocks $AMZN $FB $^GSPC  https://t.co/1Ttzj7xYcX",en,"[{'screen_name': 'themotleyfool', 'name': 'the motley fool', 'id': '15568127'}]",['https://www.fool.com/investing/2020/03/30/which-tech-stock-is-a-better-buy-after-the-coronav.aspx'],[],1,4,4,"['tech', 'stock', 'facebook', 'amazon', 'investing', 'ecommerce', 'socialmedia', 'cloudcomputing', 'covid19', 'coronavirus', 'aws', 'streamingvideo', 'streamingmusic', 'stocks']","['amzn', 'fb']",https://twitter.com/dannyvena/status/1244654858885447681,False,,0,,,,,,,,[],,,,
